"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
459,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,458,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828015510,3897937488006,3897938197180,3897938216604,709174
460,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,459,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828017495,3897938197180,3897938217032,3897938230002,19852
461,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,460,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828019571,3897938217032,3897938239846,3897938245730,22814
462,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,461,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828021412,3897938239846,3897938261920,3897938267038,22074
463,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,462,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828023885,3897938452139,3897938984279,3897939003856,532140
464,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,463,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828025777,3897939045611,3897939071240,3897939077152,25629
465,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,464,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828027722,3897939071240,3897939094795,3897939100573,23555
466,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,465,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828029318,3897939094795,3897939117906,3897939123867,23111
467,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,466,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828031644,3897939308422,3897940010929,3897940030495,702507
468,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,467,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828033640,3897940010929,3897940030781,3897940042658,19852
469,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,468,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828035525,3897940030781,3897940052262,3897940057908,21481
